domain,class,mcr,ns1,ns2,ns3,ns4,ns5,len,vcr,ncr
1000860006,legit,0.0,13.3,0.6666666666666666,0.0,0.0,0.0,10.0,0.0,1.0
1000bulbs,legit,0.0,1184.2222222222222,38.875,1.1428571428571428,0.0,0.0,9.0,0.125,0.4444444444444444
1000dosok,legit,0.0,1610.4444444444443,62.25,0.7142857142857143,0.0,0.0,9.0,0.2857142857142857,0.4444444444444444
1000dosok,legit,0.0,1610.4444444444443,62.25,0.7142857142857143,0.0,0.0,9.0,0.2857142857142857,0.4444444444444444
1000dosok,legit,0.0,1610.4444444444443,62.25,0.7142857142857143,0.0,0.0,9.0,0.2857142857142857,0.4444444444444444
1000euro-gutschein,legit,3.6666666666666665,2589.6111111111113,203.94117647058823,6.25,0.6,0.14285714285714285,18.0,0.5,0.2222222222222222
1000facials,legit,14.454545454545455,2148.0,162.5,23.88888888888889,5.375,0.5714285714285714,11.0,0.375,0.36363636363636365
1000freeads,legit,2.5454545454545454,2571.6363636363635,196.7,12.777777777777779,1.5,0.0,11.0,0.375,0.36363636363636365
1000giri,legit,0.0,1865.5,113.42857142857143,2.0,0.0,0.0,8.0,0.3333333333333333,0.5
1000grusskarten,legit,18.2,2667.8,251.92857142857142,17.53846153846154,1.0833333333333333,0.0,15.0,0.25,0.26666666666666666
1000ideas,legit,23.0,2396.8888888888887,183.75,27.142857142857142,1.0,0.4,9.0,0.5,0.4444444444444444
1000ideasdenegocios,legit,24.31578947368421,3174.7894736842104,254.72222222222223,20.823529411764707,0.8125,0.13333333333333333,19.0,0.7272727272727273,0.21052631578947367
1000kan,legit,0.0,1313.5714285714287,121.5,0.2,0.0,0.0,7.0,0.16666666666666666,0.5714285714285714
1000notes,legit,22.0,2483.5555555555557,276.875,17.428571428571427,2.1666666666666665,0.2,9.0,0.2857142857142857,0.4444444444444444
1000plan,legit,8.0,1643.25,182.0,20.833333333333332,3.2,0.0,8.0,0.14285714285714285,0.5
1000projects,legit,7.5,2230.0,162.72727272727272,38.7,6.0,2.625,12.0,0.2,0.3333333333333333
1000site,legit,3.5,2366.0,264.2857142857143,18.166666666666668,1.4,0.0,8.0,0.3333333333333333,0.5
1000ton,legit,0.0,1737.857142857143,230.83333333333334,6.8,0.0,0.0,7.0,0.16666666666666666,0.5714285714285714
1000tuan,legit,0.0,1861.75,141.14285714285714,5.0,0.0,0.0,8.0,0.3333333333333333,0.5
1000webgames,legit,7.25,2108.0833333333335,162.45454545454547,7.1,1.1111111111111112,0.125,12.0,0.3333333333333333,0.3333333333333333
1001cocktails,legit,9.923076923076923,2251.769230769231,151.08333333333334,11.454545454545455,1.4,0.2222222222222222,13.0,0.3,0.3076923076923077
1001consejos,legit,17.333333333333332,2379.8333333333335,254.8181818181818,47.0,7.333333333333333,1.0,12.0,0.3333333333333333,0.3333333333333333
1001eda,legit,0.0,1851.2857142857142,173.16666666666666,0.0,0.0,0.0,7.0,0.4,0.5714285714285714
1001fonts,legit,31.333333333333332,1901.111111111111,278.375,24.857142857142858,0.5,0.2,9.0,0.125,0.4444444444444444
1001freefonts,legit,18.23076923076923,2639.5384615384614,298.0833333333333,22.272727272727273,1.0,0.1111111111111111,13.0,0.3,0.3076923076923077
1001golos,legit,8.333333333333334,1773.0,91.125,6.857142857142857,0.0,0.0,9.0,0.2857142857142857,0.4444444444444444
1001goroskop,legit,6.0,1947.9166666666667,137.36363636363637,3.6,0.1111111111111111,0.0,12.0,0.3333333333333333,0.3333333333333333
1001guru,legit,0.0,1243.0,72.85714285714286,1.3333333333333333,0.0,0.0,8.0,0.3333333333333333,0.5
1001hry,legit,0.0,955.8571428571429,31.666666666666668,0.4,0.0,0.0,7.0,0.0,0.5714285714285714
1001jocuri,legit,9.3,1710.7,128.77777777777777,8.5,0.7142857142857143,0.0,10.0,0.42857142857142855,0.4
1001jogos,legit,0.3333333333333333,1475.4444444444443,37.75,0.2857142857142857,0.0,0.0,9.0,0.2857142857142857,0.4444444444444444
1001mem,legit,0.0,1318.5714285714287,105.83333333333333,2.0,0.0,0.0,7.0,0.16666666666666666,0.5714285714285714
1001paixnidia,legit,2.769230769230769,2373.153846153846,125.0,5.636363636363637,0.3,0.0,13.0,0.625,0.3076923076923077
1001paixnidia,legit,2.769230769230769,2373.153846153846,125.0,5.636363636363637,0.3,0.0,13.0,0.625,0.3076923076923077
1001pelit,legit,20.666666666666668,2134.3333333333335,204.375,15.571428571428571,0.5,0.0,9.0,0.2857142857142857,0.4444444444444444
1001spiele,legit,3.6,2517.7,162.22222222222223,13.0,0.0,0.0,10.0,0.42857142857142855,0.4
1001tracklists,legit,20.357142857142858,2558.214285714286,252.46153846153845,37.25,5.636363636363637,0.7,14.0,0.16666666666666666,0.2857142857142857
1001tur,legit,0.0,1514.0,84.83333333333333,17.6,0.0,0.0,7.0,0.16666666666666666,0.5714285714285714
1002n0q11m17h017r1shexghfqf,dga,4.333333333333333,1029.7777777777778,29.115384615384617,1.56,0.0,0.0,27.0,0.038461538461538464,0.48148148148148145
1002ra86698fjpgqke1cdvbk5,dga,0.0,1068.36,32.791666666666664,0.0,0.0,0.0,25.0,0.08695652173913043,0.44
1008bnt1iekzdt1fqjb76pijxhr,dga,0.0,1516.9259259259259,44.80769230769231,0.0,0.0,0.0,27.0,0.125,0.2962962962962963
100bestbuy,legit,1.8,1917.0,211.11111111111111,20.0,0.2857142857142857,0.0,10.0,0.25,0.3
100bestbuy,legit,1.8,1917.0,211.11111111111111,20.0,0.2857142857142857,0.0,10.0,0.25,0.3
100bucksbabes,legit,0.9230769230769231,2025.923076923077,146.33333333333334,3.8181818181818183,0.1,0.0,13.0,0.3,0.23076923076923078
100daychallenge,legit,43.0,2635.3333333333335,303.57142857142856,32.92307692307692,5.0,2.1818181818181817,15.0,0.36363636363636365,0.2
100dayloans,legit,12.0,2473.818181818182,171.0,12.777777777777779,0.5,0.14285714285714285,11.0,0.375,0.2727272727272727
100dayloans,legit,12.0,2473.818181818182,171.0,12.777777777777779,0.5,0.14285714285714285,11.0,0.375,0.2727272727272727
100daysofrealfood,legit,25.41176470588235,2633.3529411764707,190.625,16.8,0.9285714285714286,0.0,17.0,0.5454545454545454,0.17647058823529413
100dorog,legit,4.5,1972.625,177.85714285714286,6.0,0.0,0.0,8.0,0.3333333333333333,0.375
100f3a11ckgv438fpjz91idu2ag,dga,0.5555555555555556,1048.0,22.46153846153846,0.24,0.0,0.0,27.0,0.17391304347826086,0.4444444444444444
100fenlm,legit,4.5,1925.625,146.71428571428572,2.5,0.0,0.0,8.0,0.14285714285714285,0.375
100fjpj1yk5l751n4g9p01bgkmaf,dga,0.0,867.3214285714286,11.037037037037036,0.0,0.0,0.0,28.0,0.037037037037037035,0.42857142857142855
100forexbrokers,legit,67.0,2603.8,302.85714285714283,35.07692307692308,3.4166666666666665,0.8181818181818182,15.0,0.36363636363636365,0.2
100layercake,legit,22.0,2679.5833333333335,216.63636363636363,11.7,1.6666666666666667,0.5,12.0,0.5,0.25
100marks,legit,13.875,1881.625,149.28571428571428,14.333333333333334,4.6,0.75,8.0,0.14285714285714285,0.375
100nio91ra2kuteap7eh1o1qk69,dga,6.444444444444445,1912.0,124.34615384615384,3.2,0.0,0.0,27.0,0.42105263157894735,0.4074074074074074
100order,legit,16.5,2609.75,365.42857142857144,27.5,4.6,2.25,8.0,0.3333333333333333,0.375
100p-douga,legit,8.1,1599.7,67.22222222222223,4.625,0.0,0.0,10.0,0.42857142857142855,0.3
100partnerprogramme,legit,20.842105263157894,3082.4210526315787,280.05555555555554,35.11764705882353,8.3125,4.266666666666667,19.0,0.35714285714285715,0.15789473684210525
100percentmailer,legit,37.875,3291.125,415.8,53.714285714285715,4.846153846153846,0.9166666666666666,16.0,0.45454545454545453,0.1875
100percenttraffic,legit,32.11764705882353,2975.705882352941,345.5625,57.13333333333333,6.571428571428571,1.4615384615384615,17.0,0.3076923076923077,0.17647058823529413
100r9f610d213g1tqlur91h5idd0,dga,0.8571428571428571,1188.5,25.333333333333332,0.4230769230769231,0.0,0.0,28.0,0.07692307692307693,0.5357142857142857
100searchengines,legit,38.4375,3338.75,453.73333333333335,36.714285714285715,8.076923076923077,3.3333333333333335,16.0,0.45454545454545453,0.1875
100shuai,legit,1.125,2038.125,78.14285714285714,0.8333333333333334,0.0,0.0,8.0,0.6,0.375
100v7dj3vxxrv93ivkol76mbm,dga,0.0,1037.92,24.5,0.0,0.0,0.0,25.0,0.08695652173913043,0.36
100xuexi,legit,0.0,1624.5,41.857142857142854,2.3333333333333335,0.0,0.0,8.0,0.6,0.375
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
facebook,legit,14.625,2809.125,163.28571428571428,18.333333333333332,2.8,0.25,8.0,1.0,0.0
youtube,legit,6.857142857142857,2824.0,154.5,14.6,1.5,0.0,7.0,1.3333333333333333,0.0
baidu,legit,1.8,2827.2,159.25,7.0,0.0,0.0,5.0,1.5,0.0
yahoo,legit,0.0,2819.2,78.0,5.333333333333333,0.0,0.0,5.0,1.5,0.0
amazon,legit,8.5,3075.0,307.4,4.5,0.3333333333333333,0.0,6.0,1.0,0.0
wikipedia,legit,12.0,3218.6666666666665,258.625,15.0,1.3333333333333333,0.0,9.0,1.25,0.0
qq,legit,0.0,107.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
twitter,legit,25.714285714285715,4006.1428571428573,483.0,73.0,9.25,1.0,7.0,0.4,0.0
taobao,legit,0.0,3555.5,116.2,1.75,0.0,0.0,6.0,2.0,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
live,legit,12.0,3509.75,364.0,78.0,14.0,0.0,4.0,1.0,0.0
sina,legit,48.75,4313.25,677.0,66.0,1.0,0.0,4.0,1.0,0.0
linkedin,legit,48.0,3625.875,670.1428571428571,45.5,2.6,0.5,8.0,0.6,0.0
yahoo,legit,0.0,2819.2,78.0,5.333333333333333,0.0,0.0,5.0,1.5,0.0
weibo,legit,3.6,3114.6,85.0,2.0,0.0,0.0,5.0,1.5,0.0
bing,legit,13.5,2774.75,769.3333333333334,364.5,4.0,0.0,4.0,0.3333333333333333,0.0
ebay,legit,3.75,3094.25,93.33333333333333,3.5,0.0,0.0,4.0,1.0,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
yandex,legit,6.0,3064.0,363.8,49.0,5.333333333333333,0.0,6.0,0.5,0.0
vk,legit,0.0,634.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hao123,legit,0.5,1566.8333333333333,41.8,0.25,0.0,0.0,6.0,0.5,0.5
tmall,legit,1.8,3154.6,326.25,56.333333333333336,4.0,0.0,5.0,0.25,0.0
msn,legit,0.0,3305.6666666666665,28.0,0.0,0.0,0.0,3.0,0.0,0.0
instagram,legit,36.666666666666664,3714.6666666666665,491.0,51.42857142857143,10.166666666666666,2.4,9.0,0.5,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
amazon,legit,8.5,3075.0,307.4,4.5,0.3333333333333333,0.0,6.0,1.0,0.0
t,legit,0.0,4219.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
pinterest,legit,146.0,4369.333333333333,883.0,139.14285714285714,32.0,12.0,9.0,0.5,0.0
onclickads,legit,22.8,3160.1,318.6666666666667,18.875,1.5714285714285714,0.3333333333333333,10.0,0.42857142857142855,0.0
reddit,legit,77.0,3981.1666666666665,559.4,41.25,2.0,0.0,6.0,0.5,0.0
mail,legit,17.25,3310.0,252.0,33.0,6.0,0.0,4.0,1.0,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
paypal,legit,8.0,2674.6666666666665,245.0,4.25,0.0,0.0,6.0,0.5,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
wordpress,legit,58.0,3484.1111111111113,430.875,72.57142857142857,14.333333333333334,3.6,9.0,0.2857142857142857,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
aliexpress,legit,90.0,3830.9,468.3333333333333,71.625,13.142857142857142,4.833333333333333,10.0,0.6666666666666666,0.0
blogspot,legit,3.0,2828.75,146.14285714285714,10.666666666666666,0.8,0.0,8.0,0.3333333333333333,0.0
ask,legit,0.0,3029.6666666666665,174.0,12.0,0.0,0.0,3.0,0.5,0.0
tumblr,legit,3.5,2620.1666666666665,96.6,5.5,0.6666666666666666,0.5,6.0,0.2,0.0
sohu,legit,0.0,2759.5,75.66666666666667,0.0,0.0,0.0,4.0,1.0,0.0
imgur,legit,0.0,2787.2,147.75,2.6666666666666665,0.0,0.0,5.0,0.6666666666666666,0.0
microsoft,legit,20.0,3266.8888888888887,216.25,14.428571428571429,5.5,3.0,9.0,0.5,0.0
apple,legit,34.2,3317.0,252.25,43.0,7.0,0.0,5.0,0.6666666666666666,0.0
xvideos,legit,1.2857142857142858,3110.1428571428573,186.0,25.6,4.25,0.6666666666666666,7.0,0.75,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
amazon,legit,8.5,3075.0,307.4,4.5,0.3333333333333333,0.0,6.0,1.0,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
netflix,legit,10.714285714285714,3244.285714285714,205.33333333333334,5.0,0.0,0.0,7.0,0.4,0.0
imdb,legit,0.0,2322.25,60.333333333333336,0.0,0.0,0.0,4.0,0.3333333333333333,0.0
fc2,legit,0.0,1099.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3333333333333333
alibaba,legit,22.285714285714285,3181.0,263.6666666666667,13.2,0.25,0.0,7.0,1.3333333333333333,0.0
360,legit,0.0,11.666666666666666,1.0,0.0,0.0,0.0,3.0,0.0,1.0
amazon,legit,8.5,3075.0,307.4,4.5,0.3333333333333333,0.0,6.0,1.0,0.0
ok,legit,0.0,2086.0,43.0,0.0,0.0,0.0,2.0,1.0,0.0
stackoverflow,legit,65.3076923076923,2957.3846153846152,316.5,45.18181818181818,6.9,0.2222222222222222,13.0,0.4444444444444444,0.0
go,legit,0.0,2641.5,51.0,0.0,0.0,0.0,2.0,1.0,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
pornhub,legit,30.0,2563.4285714285716,182.16666666666666,16.8,0.0,0.0,7.0,0.4,0.0
diply,legit,2.4,2471.6,223.75,7.333333333333333,1.5,0.0,5.0,0.25,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
gmw,legit,0.0,1238.3333333333333,2.0,0.0,0.0,0.0,3.0,0.0,0.0
rakuten,legit,19.714285714285715,3670.714285714286,449.8333333333333,24.8,0.0,0.0,7.0,0.75,0.0
tianya,legit,18.5,3802.0,403.0,26.75,1.3333333333333333,0.0,6.0,1.0,0.0
naver,legit,2.4,3960.6,497.0,58.0,2.0,0.0,5.0,0.6666666666666666,0.0
craigslist,legit,18.9,3709.9,310.0,29.875,2.7142857142857144,0.0,10.0,0.42857142857142855,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
blogger,legit,8.571428571428571,2983.0,326.5,15.0,1.25,0.0,7.0,0.4,0.0
amazon,legit,8.5,3075.0,307.4,4.5,0.3333333333333333,0.0,6.0,1.0,0.0
adnetworkperformance,legit,46.5,3499.4,309.6842105263158,41.44444444444444,12.411764705882353,4.625,20.0,0.5384615384615384,0.0
xhamster,legit,19.5,3280.625,468.85714285714283,65.16666666666667,8.4,0.75,8.0,0.3333333333333333,0.0
xinhuanet,legit,8.0,3443.1111111111113,373.125,8.571428571428571,0.5,0.0,9.0,0.8,0.0
cnn,legit,0.0,3628.3333333333335,40.5,0.0,0.0,0.0,3.0,0.0,0.0
outbrain,legit,22.875,3520.875,401.57142857142856,32.833333333333336,3.4,0.25,8.0,1.0,0.0
go,legit,0.0,2641.5,51.0,0.0,0.0,0.0,2.0,1.0,0.0
jd,legit,0.0,1254.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
soso,legit,0.0,3920.0,178.33333333333334,1.5,0.0,0.0,4.0,1.0,0.0
nicovideo,legit,19.333333333333332,3577.8888888888887,294.125,30.428571428571427,4.333333333333333,1.6,9.0,1.25,0.0
popads,legit,7.5,3006.5,177.0,4.25,0.0,0.0,6.0,0.5,0.0
googleusercontent,legit,36.88235294117647,3818.235294117647,489.1875,70.86666666666666,8.071428571428571,1.6923076923076923,17.0,0.7,0.0
bongacams,legit,6.666666666666667,3048.777777777778,368.875,10.428571428571429,0.0,0.0,9.0,0.5,0.0
cntv,legit,0.0,2922.5,243.0,0.0,0.0,0.0,4.0,0.0,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
bbc,legit,0.0,1398.3333333333333,5.0,0.0,0.0,0.0,3.0,0.0,0.0
kat,legit,0.0,3051.0,412.0,0.0,0.0,0.0,3.0,0.5,0.0
walmart,legit,18.857142857142858,3192.5714285714284,329.3333333333333,27.0,0.75,0.0,7.0,0.4,0.0
github,legit,3.0,2386.8333333333335,194.8,9.5,0.6666666666666666,0.0,6.0,0.5,0.0
terraclicks,legit,100.63636363636364,3659.2727272727275,444.6,53.333333333333336,2.5,0.5714285714285714,11.0,0.375,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
dropbox,legit,3.857142857142857,2414.0,130.0,9.6,1.0,0.0,7.0,0.4,0.0
ebay,legit,3.75,3094.25,93.33333333333333,3.5,0.0,0.0,4.0,1.0,0.0
google,legit,4.5,3228.0,160.4,2.25,0.0,0.0,6.0,1.0,0.0
flipkart,legit,1.875,2898.375,217.71428571428572,17.0,0.0,0.0,8.0,0.3333333333333333,0.0
ebay,legit,3.75,3094.25,93.33333333333333,3.5,0.0,0.0,4.0,1.0,0.0
amazon,legit,8.5,3075.0,307.4,4.5,0.3333333333333333,0.0,6.0,1.0,0.0
